id,geometry,centroid,closest
1396,"POLYGON ((-87.63842 41.86702, -87.63855100000001 41.86702, -87.63855100000001 41.866964, -87.63842 41.866964, -87.63842 41.86702))",POINT (-87.6384855 41.866992),POINT (-87.63891600000002 41.866955)
1822,"POLYGON ((-87.639775 41.867772, -87.639771 41.867405, -87.639664 41.867406, -87.63966600000001 41.867666, -87.63940599999999 41.867667, -87.63940700000001 41.867774, -87.639775 41.867772))",POINT (-87.6396437177124 41.86764318286624),POINT (-87.64007600000002 41.867798)
6584,"POLYGON ((-87.63267 41.872806, -87.633037 41.872805, -87.63303399999999 41.872227, -87.632666 41.872229, -87.63267 41.872806))",POINT (-87.63285180201412 41.87251661804167),POINT (-87.633301 41.872925)
3647,"POLYGON ((-87.630903 41.878017, -87.631708 41.878014, -87.63170599999999 41.877676, -87.631191 41.877678, -87.63119 41.877644, -87.631953 41.877641, -87.631956 41.87805, -87.63262899999999 41.878047, -87.632622 41.877028, -87.632597 41.877028, -87.632597 41.876966, -87.632001 41.876968, -87.632002 41.877007, -87.631913 41.877007, -87.631913 41.877052, -87.631683 41.877053, -87.631682 41.876973, -87.63089600000001 41.876976, -87.630903 41.878017))",POINT (-87.63176883828289 41.87748707236877),POINT (-87.63220200000001 41.877186)
9138,"POLYGON ((-87.627616 41.865354, -87.627616 41.865526, -87.627774 41.865526, -87.627774 41.865354, -87.627616 41.865354))",POINT (-87.627695 41.86544000000001),POINT (-87.62750200000001 41.865322)
2934,"POLYGON ((-87.628139 41.865946, -87.628139 41.865999, -87.628345 41.865999, -87.628345 41.865946, -87.628139 41.865946))",POINT (-87.628242 41.86597250000001),POINT (-87.62866200000001 41.866165)
4323,"POLYGON ((-87.62523899999999 41.870491, -87.625232 41.870126, -87.624391 41.870134, -87.624398 41.870499, -87.62523899999999 41.870491))",POINT (-87.62481499999998 41.8703125),POINT (-87.625275 41.870434)
8744,"POLYGON ((-87.62849 41.870711, -87.62772 41.870714, -87.62772200000001 41.870921, -87.628491 41.870918, -87.62849 41.870711))",POINT (-87.62810574862986 41.8708159775882),POINT (-87.62756299999999 41.870419)
9696,"POLYGON ((-87.628766 41.86521, -87.62883100000001 41.86521, -87.62883100000001 41.865244, -87.628951 41.865244, -87.628951 41.865115, -87.628766 41.865115, -87.628766 41.86521))",POINT (-87.62886462329718 41.86517465238975),POINT (-87.62866200000001 41.865322)
1978,"POLYGON ((-87.62814899999999 41.866423, -87.62814899999999 41.866483, -87.628372 41.866483, -87.628372 41.866423, -87.62814899999999 41.866423))",POINT (-87.6282605 41.866453),POINT (-87.62866200000001 41.866165)
6924,"POLYGON ((-87.62836900000001 41.866689, -87.62836900000001 41.866559, -87.628168 41.866559, -87.628168 41.866628, -87.628157 41.866628, -87.628157 41.866689, -87.62836900000001 41.866689))",POINT (-87.6282658461438 41.86662486375509),POINT (-87.62866200000001 41.867012)
1111,"POLYGON ((-87.63088399999999 41.87142, -87.63136299999999 41.871419, -87.63136 41.87093, -87.631033 41.870931, -87.631033 41.871016, -87.631084 41.871016, -87.631086 41.871245, -87.63075600000001 41.871246, -87.630757 41.87143, -87.630798 41.87143, -87.630799 41.871632, -87.63077 41.871632, -87.63077199999999 41.872083, -87.63103599999999 41.872083, -87.631035 41.871811, -87.631449 41.87181, -87.63144800000001 41.871618, -87.63088500000001 41.87162, -87.63088399999999 41.87142))",POINT (-87.63107329476183 41.8715107686699),POINT (-87.63098100000001 41.871246)
2865,"POLYGON ((-87.62966900000001 41.869011, -87.629666 41.868785, -87.63002299999999 41.868782, -87.63002299999999 41.86883, -87.63014699999999 41.868829, -87.630145 41.868701, -87.629992 41.868703, -87.629992 41.868679, -87.629659 41.868681, -87.62966 41.868712, -87.629536 41.868713, -87.629542 41.869144, -87.62966900000001 41.869143, -87.629668 41.869106, -87.62998 41.869104, -87.62997799999999 41.869009, -87.62966900000001 41.869011))",POINT (-87.6297688103831 41.86888495765729),POINT (-87.62982199999998 41.86871)
5544,"POLYGON ((-87.625666 41.868168, -87.625038 41.868176, -87.625056 41.869063, -87.624982 41.869064, -87.62497999999999 41.868985, -87.624358 41.868992, -87.624362 41.869217, -87.624994 41.86921, -87.624994 41.869196, -87.625687 41.869188, -87.625666 41.868168))",POINT (-87.62523566669955 41.86876177942215),POINT (-87.625275 41.868732)
7336,"POLYGON ((-87.635599 41.879924, -87.636146 41.879917, -87.636135 41.879456, -87.635406 41.879466, -87.635417 41.879919, -87.635473 41.879918, -87.635474 41.879969, -87.6356 41.879967, -87.635599 41.879924))",POINT (-87.63577271316638 41.87969510821544),POINT (-87.635651 41.879704)
2472,"POLYGON ((-87.627782 41.86576, -87.62762600000001 41.86576, -87.62762600000001 41.86593, -87.627782 41.86593, -87.627782 41.86576))",POINT (-87.62770400000001 41.86584500000001),POINT (-87.627533 41.866165)
1715,"POLYGON ((-87.63010199999999 41.866666, -87.629902 41.866666, -87.629903 41.867002, -87.630017 41.867001, -87.630017 41.866943, -87.63010300000001 41.866942, -87.63010199999999 41.866666))",POINT (-87.6299978187551 41.86682246366723),POINT (-87.62982199999998 41.867004)
5391,"POLYGON ((-87.629363 41.867735, -87.62908400000001 41.867736, -87.62908400000001 41.867847, -87.62908 41.867847, -87.629082 41.868163, -87.62936500000001 41.868162, -87.629363 41.867735))",POINT (-87.62922288779305 41.8679495528236),POINT (-87.62866200000001 41.867863)
4596,"POLYGON ((-87.633966 41.881329, -87.63397000000001 41.881832, -87.635161 41.881828, -87.63515700000001 41.881315, -87.634972 41.881316, -87.634972 41.88136, -87.63412700000001 41.881363, -87.63412700000001 41.881329, -87.633966 41.881329))",POINT (-87.63456588021153 41.88158962529485),POINT (-87.63452099999998 41.881413)
7184,"POLYGON ((-87.63838699999999 41.870368, -87.63838699999999 41.8704, -87.63853 41.8704, -87.63853 41.870368, -87.63838699999999 41.870368))",POINT (-87.63845849999998 41.87038399999999),POINT (-87.638977 41.87034600000001)
9025,"POLYGON ((-87.636887 41.872197, -87.636898 41.872488, -87.636743 41.872491, -87.636757 41.872886, -87.63646900000001 41.872892, -87.63650199999999 41.873791, -87.636656 41.873788, -87.636668 41.87413, -87.637027 41.874123, -87.63703099999999 41.874221, -87.63697999999999 41.874233, -87.636982 41.874288, -87.638395 41.874259, -87.63839299999999 41.874199, -87.63856699999999 41.874195, -87.638597 41.874269, -87.639156 41.874258, -87.639152 41.874144, -87.63925999999999 41.874142, -87.63919799999999 41.87244, -87.63905800000001 41.872442, -87.639056 41.872371, -87.639196 41.872368, -87.639189 41.872152, -87.638715 41.872162, -87.638688 41.87216, -87.637314 41.872188, -87.637224 41.872208, -87.63721700000001 41.87219, -87.636887 41.872197))",POINT (-87.63793317040988 41.87323327012072),POINT (-87.63784799999998 41.872902)
5354,"POLYGON ((-87.63391900000001 41.879484, -87.633925 41.880027, -87.634322 41.880025, -87.63432899999999 41.880556, -87.63512799999999 41.880551, -87.63512299999999 41.880175, -87.63455500000001 41.880179, -87.634553 41.880013, -87.635105 41.880009, -87.635099 41.879476, -87.63391900000001 41.879484))",POINT (-87.63457360121897 41.87995278283525),POINT (-87.634491 41.879715)
5271,"POLYGON ((-87.636622 41.881241, -87.63662100000001 41.880781, -87.635457 41.880782, -87.635457 41.881002, -87.63549999999999 41.881002, -87.63549999999999 41.881031, -87.635457 41.881031, -87.635458 41.881242, -87.636622 41.881241))",POINT (-87.63604067362068 41.88101148992314),POINT (-87.635651 41.881397)
1805,"POLYGON ((-87.627289 41.884612, -87.62729 41.885071, -87.627698 41.88507, -87.627697 41.884611, -87.627346 41.884611, -87.627346 41.884611, -87.627289 41.884612))",POINT (-87.62749345365525 41.88484078497293),POINT (-87.62771600000001 41.88485)
1398,"POLYGON ((-87.638014 41.874534, -87.638079 41.876656, -87.63932800000001 41.876635, -87.63931700000001 41.876292, -87.639168 41.876294, -87.63916999999999 41.87634, -87.63909200000001 41.876377, -87.638812 41.876382, -87.638807 41.876232, -87.638656 41.876234, -87.63857400000001 41.87614, -87.638605 41.876081, -87.638761 41.876079, -87.638836 41.876165, -87.638852 41.87617, -87.63897299999999 41.876168, -87.63913100000001 41.876091, -87.63911299999999 41.875707, -87.63928199999999 41.875704, -87.639278 41.875568, -87.63895599999999 41.875574, -87.638935 41.87555, -87.638927 41.875287, -87.63877599999999 41.875242, -87.638705 41.875161, -87.63855599999999 41.875163, -87.638535 41.875174, -87.638397 41.875133, -87.638381 41.874622, -87.638299 41.874529, -87.638014 41.874534))",POINT (-87.63852804850042 41.87579077510549),POINT (-87.63900799999998 41.875443)
7958,"POLYGON ((-87.63506700000001 41.871098, -87.635015 41.871102, -87.635025 41.871168, -87.635076 41.871164, -87.63506700000001 41.871098))",POINT (-87.63504572980311 41.87113289477257),POINT (-87.635559 41.87122)
7537,"POLYGON ((-87.639639 41.883299, -87.638577 41.883295, -87.638575 41.883647, -87.63851200000001 41.883647, -87.63851099999999 41.88383, -87.638582 41.883831, -87.638582 41.883926, -87.638555 41.883926, -87.638554 41.884086, -87.63855100000001 41.884086, -87.63855100000001 41.884176, -87.63849399999999 41.884176, -87.63849399999999 41.884226, -87.638414 41.884225, -87.638413 41.884261, -87.63849399999999 41.884262, -87.63849399999999 41.884306, -87.638609 41.884306, -87.638609 41.884348, -87.63903000000001 41.884349, -87.63903000000001 41.884323, -87.639076 41.884323, -87.63907500000001 41.884349, -87.639633 41.884351, -87.639639 41.883299))",POINT (-87.63909137441406 41.88382676030903),POINT (-87.639099 41.883934)
4128,"POLYGON ((-87.635133 41.880765, -87.63466699999999 41.880768, -87.63466699999999 41.88082, -87.634579 41.880821, -87.634578 41.880759, -87.633987 41.880763, -87.633993 41.881261, -87.63459 41.881257, -87.63458900000001 41.881163, -87.63467900000001 41.881162, -87.63468 41.881259, -87.63514000000001 41.881256, -87.635133 41.880765))",POINT (-87.63455955877244 41.88100980820134),POINT (-87.63452099999998 41.881413)
9272,"POLYGON ((-87.63405400000001 41.885082, -87.634552 41.885081, -87.63455 41.884584, -87.634051 41.884585, -87.63405400000001 41.885082))",POINT (-87.6343017494144 41.88483291691859),POINT (-87.634552 41.884804)
3687,"POLYGON ((-87.633455 41.871729, -87.633087 41.87173, -87.63309 41.872113, -87.633458 41.872111, -87.633455 41.871729))",POINT (-87.63327241983362 41.87192075100611),POINT (-87.633301 41.872078)
5961,"POLYGON ((-87.628117 41.866865, -87.628062 41.866854, -87.62805 41.866887, -87.62810500000001 41.866897, -87.628117 41.866865))",POINT (-87.62808337453184 41.86687570786517),POINT (-87.627533 41.867016)
2559,"POLYGON ((-87.62895 41.868166, -87.628942 41.867835, -87.628985 41.867835, -87.62898300000001 41.867739, -87.62870700000001 41.867742, -87.62871 41.867845, -87.628659 41.867846, -87.62866699999999 41.86817, -87.62895 41.868166))",POINT (-87.6288139820546 41.86795572706573),POINT (-87.62866200000001 41.867863)
2567,"POLYGON ((-87.62473900000001 41.888134, -87.624927 41.888134, -87.625074 41.888184, -87.625196 41.888183, -87.625423 41.887886, -87.625055 41.887754, -87.62500900000001 41.887828, -87.62480600000001 41.887829, -87.62480499999999 41.887794, -87.624737 41.887794, -87.62473900000001 41.888134))",POINT (-87.62504069298684 41.88797497626446),POINT (-87.62545799999999 41.888252)
2478,"POLYGON ((-87.639968 41.884715, -87.64043700000001 41.884705, -87.64045299999999 41.885128, -87.640732 41.885122, -87.640749 41.885557, -87.640826 41.885556, -87.64081 41.885123, -87.64113999999999 41.885116, -87.641076 41.883449, -87.640941 41.88349, -87.64071 41.883385, -87.641075 41.883274, -87.641059 41.882857, -87.640604 41.882867, -87.64052599999999 41.882677, -87.640533 41.882659, -87.641008 41.882649, -87.641032 41.882579, -87.64101599999999 41.88255, -87.640777 41.882555, -87.640771 41.882419, -87.640821 41.882403, -87.641004 41.882437, -87.641002 41.88199, -87.63997000000001 41.882011, -87.639934 41.882119, -87.639537 41.882127, -87.639539 41.882186, -87.639872 41.882179, -87.639968 41.884715))",POINT (-87.64049870819855 41.88353983767439),POINT (-87.640259 41.883923)
2406,"POLYGON ((-87.630673 41.880038, -87.63066999999999 41.879518, -87.629463 41.879523, -87.62946700000001 41.880068, -87.62964599999999 41.880067, -87.62964599999999 41.880041, -87.630673 41.880038))",POINT (-87.63006467279625 41.87978214244489),POINT (-87.62994399999999 41.879738)
7088,"POLYGON ((-87.63561900000001 41.8825, -87.636566 41.882497, -87.636566 41.882479, -87.636644 41.882478, -87.636641 41.882111, -87.635617 41.882114, -87.63561900000001 41.8825))",POINT (-87.63612850423846 41.88230481084685),POINT (-87.63568100000001 41.882256)
9679,"POLYGON ((-87.63009700000001 41.873493, -87.63009099999999 41.873213, -87.629727 41.873218, -87.629734 41.873497, -87.63009700000001 41.873493))",POINT (-87.62991235548121 41.87335518312793),POINT (-87.62988299999998 41.87295200000001)
6059,"POLYGON ((-87.631665 41.876787, -87.631648 41.875794, -87.63127299999999 41.875797, -87.63129000000001 41.876791, -87.631665 41.876787))",POINT (-87.63146896861521 41.8762922540707),POINT (-87.63104200000002 41.876339)
9490,"POLYGON ((-87.62719199999999 41.865207, -87.62717000000001 41.864404, -87.626755 41.864411, -87.626774 41.865149, -87.62692199999999 41.865147, -87.62692300000001 41.865211, -87.62719199999999 41.865207))",POINT (-87.62697684189791 41.86479817828561),POINT (-87.62750200000001 41.864471)
9515,"POLYGON ((-87.62650499999999 41.865428, -87.626504 41.865219, -87.625964 41.86522, -87.62596600000001 41.86543, -87.62650499999999 41.865428))",POINT (-87.62623453457934 41.86532421847043),POINT (-87.626373 41.865334)
8235,"POLYGON ((-87.63877100000001 41.883078, -87.639526 41.883073, -87.639512 41.882003, -87.638746 41.882008, -87.63875 41.882252, -87.638944 41.88225, -87.638952 41.882841, -87.638768 41.882843, -87.63877100000001 41.883078))",POINT (-87.63918430025075 41.88253801978324),POINT (-87.639099 41.882236)
5945,"POLYGON ((-87.639667 41.884561, -87.639079 41.884566, -87.639093 41.885621, -87.639681 41.885617, -87.639667 41.884561))",POINT (-87.63938004639249 41.88509124766084),POINT (-87.639099 41.884785)
5046,"POLYGON ((-87.629356 41.869293, -87.62923499999999 41.869295, -87.62923600000001 41.869326, -87.62888599999999 41.869334, -87.62888700000001 41.869359, -87.628835 41.869361, -87.628837 41.869408, -87.628771 41.86941, -87.62877400000001 41.869492, -87.628871 41.86949, -87.62886899999999 41.869438, -87.62922 41.869431, -87.629228 41.869652, -87.62888 41.869659, -87.628878 41.869605, -87.628743 41.869608, -87.62875 41.869799, -87.628895 41.869796, -87.628894 41.869765, -87.629251 41.869757, -87.62925199999999 41.869791, -87.629385 41.869789, -87.62937700000001 41.869561, -87.629366 41.869561, -87.629356 41.869293))",POINT (-87.62910278891532 41.86956417026683),POINT (-87.628693 41.869564)
2330,"POLYGON ((-87.63669299999999 41.874542, -87.636701 41.874881, -87.63713799999999 41.874876, -87.637152 41.875475, -87.637715 41.875467, -87.637704 41.87498, -87.63776300000001 41.874979, -87.63776 41.874866, -87.637907 41.874864, -87.6379 41.874526, -87.63669299999999 41.874542))",POINT (-87.63736048228411 41.8749150736921),POINT (-87.637878 41.874599)
4937,"POLYGON ((-87.627471 41.876869, -87.627448 41.875762, -87.62692 41.875768, -87.626942 41.876875, -87.627471 41.876869))",POINT (-87.62719525399854 41.87631867450523),POINT (-87.62762499999999 41.876358)
6303,"POLYGON ((-87.63403599999999 41.88387, -87.634041 41.884367, -87.634275 41.884366, -87.63427299999999 41.884176, -87.634334 41.884176, -87.634332 41.883947, -87.634235 41.883948, -87.63423400000001 41.883869, -87.63403599999999 41.88387))",POINT (-87.63416944844738 41.8841164268725),POINT (-87.634552 41.883957)
5265,"POLYGON ((-87.628196 41.869499, -87.628199 41.869759, -87.62842499999999 41.869757, -87.62842000000001 41.869329, -87.627679 41.869335, -87.62768199999999 41.869503, -87.628196 41.869499))",POINT (-87.62813405183029 41.86948400046387),POINT (-87.628693 41.869564)
3272,"POLYGON ((-87.625012 41.871008, -87.624409 41.871014, -87.62442 41.871593, -87.624461 41.871593, -87.624464 41.871779, -87.625027 41.871772, -87.625012 41.871008))",POINT (-87.62472239654821 41.87138853866144),POINT (-87.624146 41.871284)
1419,"POLYGON ((-87.626653 41.86862, -87.626023 41.86863, -87.62604 41.869191, -87.62667 41.869181, -87.626653 41.86862))",POINT (-87.62634650000001 41.8689055),POINT (-87.62640400000002 41.868725)
2656,"POLYGON ((-87.63309599999999 41.881371, -87.633104 41.881795, -87.63321000000001 41.881794, -87.633212 41.881874, -87.633579 41.881871, -87.633578 41.881796, -87.63367100000001 41.881795, -87.633663 41.881365, -87.63309599999999 41.881371))",POINT (-87.63338523299097 41.88160803411571),POINT (-87.63336200000001 41.881416)
6929,"POLYGON ((-87.6275 41.877033, -87.62694399999999 41.877038, -87.62695600000001 41.877819, -87.62627000000001 41.877824, -87.62627500000001 41.878152, -87.626902 41.878147, -87.62690000000001 41.878017, -87.62692 41.878017, -87.62692 41.878055, -87.627515 41.87805, -87.6275 41.877033))",POINT (-87.627055816525 41.87766618048496),POINT (-87.62649499999998 41.878067)
6201,"POLYGON ((-87.624621 41.880733, -87.625258 41.88073, -87.625248 41.879639, -87.62461 41.879642, -87.624621 41.880733))",POINT (-87.62493424839838 41.88018585739314),POINT (-87.625366 41.879772)
8964,"POLYGON ((-87.630802 41.887814, -87.630802 41.887862, -87.630861 41.887862, -87.630861 41.887814, -87.630802 41.887814))",POINT (-87.63083150000001 41.887838),POINT (-87.631165 41.888222)
7169,"POLYGON ((-87.637939 41.884841, -87.63788599999999 41.884841, -87.63788599999999 41.885076, -87.637939 41.885076, -87.637939 41.884841))",POINT (-87.63791250000001 41.8849585),POINT (-87.63797 41.88478900000001)
2859,"POLYGON ((-87.634426 41.885131, -87.634427 41.885165, -87.634331 41.885165, -87.634331 41.885132, -87.634064 41.885133, -87.634067 41.885627, -87.635255 41.885624, -87.63525300000001 41.885128, -87.634426 41.885131))",POINT (-87.63466170459205 41.8853791352745),POINT (-87.634552 41.885662)
6446,"POLYGON ((-87.633903 41.874957, -87.633978 41.874957, -87.633979 41.874852, -87.63401 41.874852, -87.634011 41.874719, -87.633905 41.874718, -87.633903 41.874957))",POINT (-87.63395152706323 41.87482789352419),POINT (-87.63446 41.874619)
8629,"POLYGON ((-87.626931 41.879422, -87.62692699999999 41.879082, -87.626845 41.879083, -87.62684400000001 41.878988, -87.626876 41.878987, -87.62687200000001 41.878641, -87.626921 41.878641, -87.62691700000001 41.87833, -87.626284 41.878335, -87.62629800000001 41.879426, -87.626931 41.879422))",POINT (-87.62659690172542 41.87887808411844),POINT (-87.626526 41.878914)
9293,"POLYGON ((-87.626698 41.870644, -87.626282 41.87065, -87.626284 41.870725, -87.62622500000001 41.870726, -87.62622399999999 41.870669, -87.626098 41.870671, -87.626104 41.870883, -87.626149 41.870882, -87.62615 41.870904, -87.626705 41.870895, -87.626698 41.870644))",POINT (-87.62641133706752 41.87077773749196),POINT (-87.626434 41.870422)
9969,"POLYGON ((-87.633106 41.887185, -87.633503 41.887185, -87.633503 41.887093, -87.633106 41.887093, -87.633106 41.887185))",POINT (-87.63330450000002 41.887139),POINT (-87.63342299999999 41.887363)
5876,"POLYGON ((-87.630078 41.885641, -87.630821 41.885639, -87.630819 41.885216, -87.630762 41.885216, -87.63076100000001 41.884926, -87.630796 41.884926, -87.63079500000001 41.884691, -87.63075499999999 41.884691, -87.63075499999999 41.884595, -87.62963000000001 41.884598, -87.629634 41.885647, -87.630015 41.885646, -87.630014 41.885403, -87.630077 41.885403, -87.630078 41.885641))",POINT (-87.63021391412684 41.88511863250439),POINT (-87.63000500000003 41.88483)
4050,"POLYGON ((-87.628471 41.870119, -87.628474 41.869994, -87.628248 41.869991, -87.628246 41.870116, -87.628471 41.870119))",POINT (-87.6283597529231 41.87005495384525),POINT (-87.62872299999999 41.870407)
6943,"POLYGON ((-87.629698 41.871894, -87.629701 41.87206, -87.63032800000001 41.872054, -87.630324 41.87183, -87.630391 41.871829, -87.63038299999999 41.871439, -87.63015 41.871441, -87.63015799999999 41.871833, -87.63023800000001 41.871832, -87.630239 41.871888, -87.629698 41.871894))",POINT (-87.63013673449464 41.87181716319673),POINT (-87.629852 41.872101)
8266,"POLYGON ((-87.637196 41.867486, -87.637398 41.867486, -87.637398 41.867462, -87.637196 41.867462, -87.637196 41.867486))",POINT (-87.63729700000002 41.867474),POINT (-87.637817 41.867809)
6745,"POLYGON ((-87.62473 41.885655, -87.62521700000001 41.885657, -87.625218 41.885479, -87.62511600000001 41.885479, -87.625117 41.885401, -87.625198 41.885401, -87.625201 41.885048, -87.62519 41.885048, -87.62519399999999 41.884623, -87.62473 41.88462, -87.624726 41.885078, -87.62469900000001 41.885078, -87.624698 41.885197, -87.624734 41.885197, -87.62473 41.885655))",POINT (-87.6249602611891 41.88513854302503),POINT (-87.625427 41.884861)
2560,"POLYGON ((-87.638212 41.887554, -87.638284 41.887562, -87.638305 41.887465, -87.638233 41.887456, -87.638212 41.887554))",POINT (-87.63825844509273 41.88750921921233),POINT (-87.63799999999999 41.887329)
1501,"POLYGON ((-87.633363 41.886264, -87.633364 41.886071, -87.633329 41.886071, -87.63333 41.885961, -87.63329 41.885961, -87.63329 41.885853, -87.63305699999999 41.885852, -87.63305699999999 41.88588, -87.632909 41.88588, -87.632909 41.885908, -87.632751 41.885907, -87.632751 41.885944, -87.632757 41.885944, -87.632757 41.885973, -87.63270799999999 41.885973, -87.632706 41.886262, -87.633363 41.886264))",POINT (-87.63303627435114 41.88607645492616),POINT (-87.63342299999999 41.885662)
8201,"POLYGON ((-87.629914 41.879338, -87.63062600000001 41.879337, -87.63062499999999 41.878843, -87.630341 41.878844, -87.630342 41.87893, -87.630275 41.87893, -87.630275 41.879033, -87.629913 41.879033, -87.629914 41.879338))",POINT (-87.6303118359339 41.87913235560281),POINT (-87.62994399999999 41.878895)
2211,"POLYGON ((-87.638901 41.874583, -87.638901 41.874522, -87.638654 41.874522, -87.638654 41.874583, -87.638901 41.874583))",POINT (-87.6387775 41.8745525),POINT (-87.63900799999998 41.874592)
4077,"POLYGON ((-87.633076 41.873964, -87.632698 41.873966, -87.63270300000001 41.874408, -87.633092 41.874405, -87.633089 41.874167, -87.633079 41.874167, -87.633076 41.873964))",POINT (-87.63289249345297 41.87418727180577),POINT (-87.633301 41.873775)
8447,"POLYGON ((-87.627826 41.876829, -87.62859400000001 41.876822, -87.628578 41.875811, -87.62781 41.875817, -87.627826 41.876829))",POINT (-87.62820193676355 41.87631975227131),POINT (-87.62762499999999 41.876358)
4294,"POLYGON ((-87.635347 41.877777, -87.635571 41.877777, -87.635572 41.877826, -87.63556199999999 41.877834, -87.63556199999999 41.877861, -87.635632 41.877861, -87.635631 41.877801, -87.63569 41.877801, -87.635953 41.877583, -87.635953 41.877567, -87.63598 41.877545, -87.636441 41.877545, -87.636441 41.877362, -87.635982 41.877362, -87.635902 41.877308, -87.63586100000001 41.877308, -87.635825 41.877338, -87.63554999999999 41.877154, -87.635347 41.877154, -87.635347 41.877777))",POINT (-87.63574007735437 41.87748261210313),POINT (-87.63561999999997 41.877163)
4865,"POLYGON ((-87.62439500000001 41.870684, -87.624398 41.870799, -87.625001 41.870791, -87.62499800000001 41.870676, -87.62439500000001 41.870684))",POINT (-87.624698 41.8707375),POINT (-87.624146 41.870438)
1604,"POLYGON ((-87.630821 41.874434, -87.631186 41.874429, -87.63117800000001 41.874108, -87.63111499999999 41.874108, -87.631113 41.874025, -87.631174 41.874024, -87.631158 41.873337, -87.63079500000001 41.873342, -87.630821 41.874434))",POINT (-87.63098770077802 41.87388375093729),POINT (-87.631012 41.873795)
2356,"POLYGON ((-87.62388199999999 41.88264, -87.623812 41.88264, -87.623812 41.882726, -87.62388199999999 41.882726, -87.62388199999999 41.88264))",POINT (-87.62384700000001 41.882683),POINT (-87.624268 41.882324)
4872,"POLYGON ((-87.624875 41.869718, -87.62526099999999 41.869716, -87.625258 41.869386, -87.624871 41.869389, -87.624875 41.869718))",POINT (-87.62506634634757 41.86955217757859),POINT (-87.625275 41.869579)
3166,"POLYGON ((-87.62947200000001 41.876497, -87.629544 41.876497, -87.629544 41.876439, -87.62947200000001 41.876439, -87.62947200000001 41.876497))",POINT (-87.62950800000002 41.876468),POINT (-87.629913 41.876343)
5273,"POLYGON ((-87.629749 41.866519, -87.629751 41.86639, -87.629796 41.866391, -87.629797 41.866322, -87.629678 41.866321, -87.629677 41.866374, -87.629609 41.866373, -87.629606 41.866574, -87.629785 41.866575, -87.629786 41.866519, -87.629749 41.866519))",POINT (-87.62969502087267 41.86645523923779),POINT (-87.62982199999998 41.866158)
3644,"POLYGON ((-87.62837500000001 41.866696, -87.62815999999999 41.866697, -87.62815999999999 41.866764, -87.62817200000001 41.866764, -87.628173 41.86683, -87.62815999999999 41.86683, -87.62815999999999 41.866896, -87.628378 41.866894, -87.62837500000001 41.866696))",POINT (-87.62827015729 41.86679595182967),POINT (-87.62866200000001 41.867012)
4478,"POLYGON ((-87.62789600000001 41.866939, -87.627966 41.866939, -87.627966 41.866889, -87.62789600000001 41.866889, -87.62789600000001 41.866939))",POINT (-87.62793099999999 41.866914),POINT (-87.627533 41.867016)
4776,"POLYGON ((-87.62907199999999 41.867613, -87.62934300000001 41.867613, -87.62934300000001 41.867561, -87.62907199999999 41.867561, -87.62907199999999 41.867613))",POINT (-87.62920749999999 41.867587),POINT (-87.62866200000001 41.867863)
8764,"POLYGON ((-87.625232 41.886335, -87.624763 41.886337, -87.624765 41.886727, -87.625237 41.886725, -87.625236 41.886561, -87.625049 41.886562, -87.62504800000001 41.886496, -87.62523299999999 41.886495, -87.625232 41.886335))",POINT (-87.62498906580545 41.88653149019946),POINT (-87.62545799999999 41.886547)
5812,"POLYGON ((-87.62257 41.882832, -87.62257 41.883016, -87.622629 41.883016, -87.622629 41.882832, -87.62257 41.882832))",POINT (-87.62259950000001 41.882924),POINT (-87.623138 41.883179)
8242,"POLYGON ((-87.625135 41.866409, -87.625135 41.866363, -87.625017 41.866363, -87.625017 41.866409, -87.625135 41.866409))",POINT (-87.62507600000001 41.866386),POINT (-87.625244 41.86618)
2204,"POLYGON ((-87.62807100000001 41.882564, -87.629259 41.88256, -87.629256 41.882116, -87.628068 41.88212, -87.62807100000001 41.882564))",POINT (-87.6286635 41.88234000000001),POINT (-87.628845 41.88229000000001)
6787,"POLYGON ((-87.63552799999999 41.87713, -87.63561900000001 41.87713, -87.63561900000001 41.877062, -87.63552799999999 41.877062, -87.63552799999999 41.87713))",POINT (-87.63557349999999 41.877096),POINT (-87.63561999999997 41.877163)
1107,"POLYGON ((-87.63277100000001 41.869299, -87.63277100000001 41.869171, -87.63266400000001 41.869171, -87.63266400000001 41.869299, -87.63277100000001 41.869299))",POINT (-87.6327175 41.869235),POINT (-87.63324 41.86953)
2004,"POLYGON ((-87.627292 41.869342, -87.626784 41.869345, -87.626786 41.869562, -87.627045 41.869561, -87.62704600000001 41.869665, -87.627295 41.869664, -87.627292 41.869342))",POINT (-87.62706403847942 41.86948268023319),POINT (-87.62756299999999 41.869568)
4237,"POLYGON ((-87.635411 41.87823, -87.635412 41.878705, -87.63534199999999 41.878705, -87.63534300000001 41.879079, -87.635386 41.879079, -87.63538699999999 41.879274, -87.63565800000001 41.879274, -87.63565699999999 41.879202, -87.636304 41.879201, -87.636302 41.878566, -87.63590000000001 41.878567, -87.63590000000001 41.878529, -87.635846 41.878529, -87.635846 41.878487, -87.636039 41.878487, -87.636039 41.878229, -87.635411 41.87823))",POINT (-87.63579627138398 41.87877327058648),POINT (-87.63561999999997 41.878857)
